analysis,BMD_mg/cm2,BMDL,BMDH,ID_BMD,ID,author_year,Substance,type,media,pp_density,pp_diameter,agg_diameter,agg_effective_density,simulation_time,organism,cell_type,ssa_m2/g,Mass_per_Area_end_mg/cm2,exposure_concentration_air_five_d_mg/m3,exposure_concentration_air_life_mg/m3,variable,SA_BMD_cm2/cm2,ssa_BMDL,air_BMD_mg/m3,Dep_area_5d_mg/cm2,Dep_area_lifetime_mg/cm2
In_vitro_1037_dep_dose_release_il1b.txt,1.0800000000000002e-05,,,1037,149,Di Cristo 2016,Amorphous SiO2,,RPMI+10%FBS,2.2,14.0,137.3,1.162809734,48,mouse,MH-S murine macrophages,189.16,0.0010499910000000001,230.26118430000002,0.268255794,release_il1b,0.020467112,,2.372807018,4.56e-06,0.0039141409999999995
In_vitro_1038_dep_dose_release_il1b.txt,9.2e-06,,,1038,152,Di Cristo 2016,Amorphous SiO2,,RPMI+10%FBS,2.2,13.0,138.3,1.152047858,48,mouse,MH-S murine macrophages,203.92,0.001038661,247.3002381,0.288638413,release_il1b,0.018756562,,2.19,4.2e-06,0.003598485
In_vitro_1039_dep_dose_release_il1b.txt,3.3e-06,3.24e-06,3.36e-06,1039,155,Di Cristo 2016,Amorphous SiO2,,RPMI+10%FBS,2.2,14.0,137.3,1.162809734,48,mouse,RAW264.7 murine macrophages,189.16,0.0010499910000000001,230.26118430000002,0.268255794,release_il1b,0.0062460630000000005,0.006128784,0.724122807,4.56e-06,0.0039141409999999995
In_vitro_1040_dep_dose_release_il1b.txt,3.97e-06,0.0,0.000337,1040,158,Di Cristo 2016,Amorphous SiO2,,RPMI+10%FBS,2.2,13.0,138.3,1.152047858,48,mouse,RAW264.7 murine macrophages,203.92,0.001038661,247.3002381,0.288638413,release_il1b,0.008101742,0.0,0.9459523809999999,4.2e-06,0.003598485
In_vitro_1067_dep_dose_release_il1b.txt,0.00018109999999999998,4.53e-06,0.0028,1067,258,Murugadoss 2020,TiO2,anatase,RPMI,3.78,17.0,1350.0,1.4634,24,human,THP1,93.37068161,0.151387517,27828.58768,32.42263693,release_il1b,0.16909430399999997,0.004229692,33.29044117,5.44e-06,0.004669192
In_vitro_1069_dep_dose_release_il1b.txt,0.03383,0.00556,0.0887,1069,264,Murugadoss 2020,TiO2,anatase,RPMI,3.78,17.0,1140.0,1.4896,24,human,THP1,93.37068161,0.002338376,429.84852970000003,0.500809562,release_il1b,31.58730159,5.191409898,6218.7500039999995,5.44e-06,0.004669192
In_vitro_1096_dep_dose_release_il1b.txt,2.5300000000000002e-05,2.47e-05,2.59e-05,1096,400,Dinesh 2017,TiO2,anatase,DMEM,3.78,85.5,1562.0,1.203470463,24,mouse,RAW264.7,18.56493085,2.9199999999999998e-05,6.47450111,0.007550245,release_il1b,0.00470064,0.004585538,5.614190689,4.51e-06,0.0038674240000000004
In_vitro_1097_dep_dose_release_il1b.txt,0.00018969999999999998,5.73e-05,0.000584,1097,404,Dinesh 2017,TiO2,anatase,DMEM,3.78,72.8,848.0,1.3050751059999999,24,mouse,RAW264.7,21.80359323,2.62e-05,5.2716297789999995,0.006140989,release_il1b,0.041361416,0.012493458999999998,38.16901409,4.97e-06,0.0042664140000000005
In_vitro_1115_dep_dose_release_il1b.txt,3.79e-05,3.72e-05,3.85e-05,1115,533,Cho 2013,CeO2,,RPMI+10%FBS,7.2,9.7,69.3,2.065022988,24,human,THP1 macrophages,24.1,0.059264066,22279.72388,26.0183677,release_il1b,0.00913149,0.0089652,14.24436079,2.66e-06,0.002277778
In_vitro_1120_dep_dose_release_il1b.txt,0.00026319999999999995,0.000261,0.000266,1120,551,Cho 2013,TiO2,rutile,RPMI+10%FBS,4.23,30.5,89.8,2.228612555,24,human,THP1 macrophages,27.5,0.016272368,2435.983299,2.8412070519999997,release_il1b,0.07238,0.071775,39.40119866,6.68e-06,0.005727273000000001
In_vitro_1125_dep_dose_release_il1b.txt,1e-06,4.8e-07,6.01e-06,1125,571,Cho 2013,Amorphous SiO2,,RPMI+10%FBS,2.2,6.2,398.1,1.038490568,24,human,THP1 macrophages,523.4,0.00121068,1574.356326,1.8361915030000002,release_il1b,0.005234,0.00251232,1.300390133,7.690000000000001e-07,0.0006593430000000001
In_vitro_1146_dep_dose_release_il1b.txt,0.01176,0.0117,0.0118,1146,667,Cappellini 2020,CeO2,,RPMI+10%FBS,7.2,28.4,396.0,1.5881280080000002,24,human,THP1 macrophages,27.2,0.001996778,299.81651669999997,0.34941411899999997,release_il1b,3.1987200000000002,3.1824,1765.765767,6.66e-06,0.0057146459999999994
In_vitro_1147_dep_dose_release_il1b.txt,0.01126,0.007379999999999999,0.0136,1147,675,Cappellini 2020,CeO2,,RPMI,7.2,28.4,396.0,1.582869371,24,human,THP1 macrophages,27.2,0.018113062,2719.67898,3.16958601,release_il1b,3.06272,2.00736,1690.690691,6.66e-06,0.0057146459999999994
In_vitro_1156_dep_dose_release_il1b.txt,1.7899999999999998e-05,3.95e-06,4.74e-05,1156,715,Li 2021,Amorphous SiO2,,RPMI,2.2,35.0,166.8,1.297823011,24,human,THP1 macrophages,77.0,0.000581176,87.79093644,0.102309703,release_il1b,0.013775299999999999,0.0030415,2.702416915,6.62e-06,0.005680556
In_vitro_115_dep_dose_release_tnfa.txt,0.00017669999999999999,0.000166,0.000188,115,531,Cho 2013,CeO2,,RPMI+10%FBS,7.2,9.7,69.3,2.065022988,24,human,THP1 macrophages,24.1,0.01093748,4111.834446,4.801819856,release_tnfa,0.042584699999999996,0.040006,66.42856916,2.66e-06,0.002277778
In_vitro_1160_dep_dose_release_il1b.txt,0.0035310000000000003,0.00234,0.00395,1160,732,Breznan 2017,Amorphous SiO2,,RPMI+5%FBS,2.2,20.0,576.0,1.0579940159999999,24,human,THP1 macrophages,613.0,0.002117651,351.7692697,0.40986791,release_il1b,21.64503,14.3442,586.5448514999999,6.02e-06,0.005166667
In_vitro_1161_dep_dose_release_il1b.txt,0.0003552,0.000349,0.000361,1161,735,Breznan 2017,Amorphous SiO2,,RPMI+5%FBS,2.2,16.0,385.0,1.0682336590000001,24,human,THP1 macrophages,302.0,0.002262994,436.0296718,0.5085956939999999,release_il1b,1.072704,1.05398,68.43930626,5.19e-06,0.004449495
In_vitro_1168_dep_dose_release_il1b.txt,2.79e-06,2.78e-06,2.8e-06,1168,757,Fedeli 2013,Amorphous SiO2,LUDOX TM-40,DMEM+2%FBS,2.2,24.0,134.0,1.25377654,18,human,human macrophages,140.0,2.0399999999999998e-05,3.157894862,0.003679526,release_il1b,0.0039088000000000005,0.003892,0.43219816,6.46e-06,0.005544192
In_vitro_1169_dep_dose_release_il1b.txt,0.0011,0.0,0.0011,1169,760,Fedeli 2013,Amorphous SiO2,LUDOX TM-40,DMEM+5%FBS,2.2,24.0,109.0,1.303892367,18,human,human macrophages,140.0,0.0008075980000000001,125.01517040000002,0.14566559,release_il1b,1.54,0.0,170.2786379,6.46e-06,0.005544192
In_vitro_1174_dep_dose_release_il1b.txt,2.2100000000000002e-05,0.0,0.000241,1174,784,Brzicova 2019,TiO2,anatase,RPMI+10%FBS,3.78,190.0,254.0,3.143174534,24,human,THP1 macrophages,10.0,0.0003,111.5241636,0.12997810699999998,release_il1b,0.002212,0.0,8.223048329,2.69e-06,0.002308081
In_vitro_1175_dep_dose_release_il1b.txt,0.002672,0.000364,0.0033200000000000005,1175,792,Brzicova 2019,Amorphous SiO2,,RPMI+10%FBS,2.2,32.0,32.0,2.2,24,human,THP1 macrophages,189.0,0.004708918,705.9847069,0.82291774,release_il1b,5.05008,0.68796,400.5996997,6.67e-06,0.005722222
In_vitro_1176_dep_dose_release_il1b.txt,0.0012,0.0008960000000000001,0.00149,1176,794,Zhang 2012,Amorphous SiO2,,RPMI+10%FBS,2.2,16.0,256.3,1.108402058,24,human,THP1 macrophages,170.4545455,0.00042065,81.05009649,0.09453881900000001,release_il1b,2.0454545459999998,1.527272728,231.2138733,5.19e-06,0.004449495
In_vitro_1177_dep_dose_release_il1b.txt,0.001905,0.00108,0.00218,1177,805,Zhang 2012,Amorphous SiO2,,RPMI+10%FBS,2.2,16.0,326.3,1.089259419,24,human,THP1 macrophages,170.4545455,0.002640168,508.70289,0.593363516,release_il1b,3.247159092,1.8409090909999999,367.052023,5.19e-06,0.004449495
In_vitro_1178_dep_dose_release_il1b.txt,0.001553,0.000897,0.00196,1178,812,Zhang 2012,Amorphous SiO2,,RPMI+10%FBS,2.2,16.0,339.0,1.08659548,24,human,THP1 macrophages,170.4545455,0.0026086679999999998,502.6335262,0.586284062,release_il1b,2.647159092,1.5289772730000002,299.2292872,5.19e-06,0.004449495
In_vitro_1179_dep_dose_release_il1b.txt,0.001582,0.001,0.00197,1179,820,Zhang 2012,Amorphous SiO2,,RPMI+10%FBS,2.2,16.0,264.4,1.105695772,24,human,THP1 macrophages,170.4545455,0.003034305,584.644506,0.681943678,release_il1b,2.69659091,1.704545455,304.8169543,5.19e-06,0.004449495
In_vitro_1180_dep_dose_release_il1b.txt,0.0013160000000000001,0.0012900000000000001,0.00134,1180,822,Pavan 2014,Crystalline SiO2,,DMEM,2.65,443.8,1700.0,1.492661339,6,mouse,mouse macrophages,5.2,0.227148097,101405.4004,118.35610870000001,release_il1b,0.068432,0.06708,587.4999997,2.24e-06,0.0019191920000000001
In_vitro_1181_dep_dose_release_il1b.txt,0.002196,0.00216,0.00223,1181,826,Pavan 2014,Crystalline SiO2,,DMEM,2.65,443.8,1400.0,1.58672863,6,mouse,mouse macrophages,5.2,0.458318955,204606.6763,238.8082875,release_il1b,0.114192,0.11232,980.3571427,2.24e-06,0.0019191920000000001
In_vitro_1182_dep_dose_release_il1b.txt,1e-06,,,1182,829,Pavan 2014,Crystalline SiO2,,DMEM,2.65,378.0,1700.0,1.426405242,6,mouse,mouse macrophages,6.1,0.39401717399999997,182415.3583,212.7208969,release_il1b,6.1e-05,,0.46296296299999995,2.16e-06,0.001852273
In_vitro_1183_dep_dose_release_il1b.txt,0.00435,0.0,0.127,1183,831,Pavan 2014,Amorphous SiO2,,DMEM,2.2,879.0,1600.0,1.699943926,6,mouse,mouse macrophages,3.1,0.38894777799999997,125063.5943,145.7864051,release_il1b,0.13485,0.0,1398.713827,3.11e-06,0.0026679290000000003
In_vitro_1184_dep_dose_release_il1b.txt,2.26e-05,5.03e-06,7.049999999999999e-05,1184,834,Sandbarg 2012,Amorphous SiO2,,DMEM+10%FBS,2.2,64.0,91.0,1.8739187640000001,6,mouse,RAW264.7,650.0,0.002472808,463.94146399999994,0.540862692,release_il1b,0.147095,0.032695,4.245778617,5.33e-06,0.00457197
In_vitro_1185_dep_dose_release_il1b.txt,0.010490000000000001,0.0103,0.0107,1185,842,Sandbarg 2012,Amorphous SiO2,,DMEM+10%FBS,2.2,369.0,531.0,1.864529088,6,mouse,RAW264.7,90.0,0.11493263699999999,56064.700939999995,65.34577768,release_il1b,9.441,9.27,5117.0731670000005,2.05e-06,0.001758838
In_vitro_1186_dep_dose_release_il1b.txt,5.4600000000000006e-05,4.74e-05,6.19e-05,1186,845,Sandbarg 2012,Amorphous SiO2,,DMEM+10%FBS,2.2,20.0,255.0,1.120502116,6,mouse,RAW264.7,1880.0,0.000329916,54.80332205,0.063854705,release_il1b,1.0261040000000001,0.89112,9.066445148,6.02e-06,0.005166667
In_vitro_1187_dep_dose_release_il1b.txt,0.0006089,0.000305,0.0008539999999999999,1187,852,Sandbarg 2012,Amorphous SiO2,,DMEM+10%FBS,2.2,23.0,500.0,1.074166626,6,mouse,RAW264.7,500.0,0.0048355509999999996,756.7372441000001,0.882635776,release_il1b,3.0445,1.525,95.28951467,6.39e-06,0.005478535
In_vitro_1188_dep_dose_release_il1b.txt,0.0005591,0.000386,0.000762,1188,854,Sandbarg 2012,Amorphous SiO2,,RPMI+5%FBS,2.2,64.0,91.0,1.874100675,6,rat,rat macrophage,650.0,0.000580155,108.8470919,0.126893877,release_il1b,3.63415,2.509,104.8968105,5.33e-06,0.00457197
In_vitro_1189_dep_dose_release_il1b.txt,0.0008648999999999999,0.000598,0.00119,1189,860,Sandbarg 2012,Amorphous SiO2,,RPMI+5%FBS,2.2,369.0,531.0,1.8647162369999999,6,rat,rat macrophage,90.0,0.0025,1219.512195,1.421392988,release_il1b,0.77841,0.5382,421.90243899999996,2.05e-06,0.001758838
In_vitro_1190_dep_dose_release_il1b.txt,9.8e-07,0.0,1.44e-06,1190,870,Sandbarg 2012,Amorphous SiO2,,RPMI+5%FBS,2.2,20.0,255.0,1.121104334,6,rat,rat macrophage,1880.0,0.001627594,270.3644521,0.315018174,release_il1b,0.0184146,0.0,0.162707641,6.02e-06,0.005166667
In_vitro_1191_dep_dose_release_il1b.txt,9.51e-07,0.0,2.13e-06,1191,876,Sandbarg 2012,Amorphous SiO2,,RPMI+5%FBS,2.2,23.0,500.0,1.074794693,6,rat,rat macrophage,500.0,0.0018891770000000001,295.645853,0.344832515,release_il1b,0.0047535,0.0,0.148779343,6.39e-06,0.005478535
In_vitro_120_dep_dose_release_tnfa.txt,0.001287,0.0012699999999999999,0.00131,120,552,Cho 2013,TiO2,rutile,RPMI+10%FBS,4.23,30.5,89.8,2.228612555,24,human,THP1 macrophages,27.5,0.032563472,4874.77139,5.685685469,release_tnfa,0.353925,0.34925,192.66467590000002,6.68e-06,0.005727273000000001
In_vitro_125_dep_dose_release_tnfa.txt,0.0027949999999999997,0.000273,0.0031899999999999997,125,571,Cho 2013,Amorphous SiO2,,RPMI+10%FBS,2.2,6.2,398.1,1.038490568,24,human,THP1 macrophages,523.4,0.00121068,1574.356326,1.8361915030000002,release_tnfa,14.629029999999998,1.428882,3634.590421,7.690000000000001e-07,0.0006593430000000001
In_vitro_142_dep_dose_release_tnfa.txt,0.00034819999999999995,7.780000000000001e-05,0.0009429999999999999,142,652,Waters 2009,Amorphous SiO2,,DMEM,2.2,11.5,35.0,1.440705086,24,mouse,RAW264.7,237.0,0.0014972829999999999,421.76985920000004,0.491441443,release_tnfa,0.825234,0.184386,98.08450705,3.55e-06,0.003046717
In_vitro_143_dep_dose_release_tnfa.txt,0.001112,0.0011099999999999999,0.0011099999999999999,143,655,Waters 2009,Amorphous SiO2,,DMEM,2.2,53.0,85.1,1.783597289,24,mouse,RAW264.7,51.0,0.0019023920000000001,325.195214,0.37894730200000004,release_tnfa,0.56712,0.5661,190.08547030000003,5.85e-06,0.0050202020000000005
In_vitro_144_dep_dose_release_tnfa.txt,0.0014449999999999999,0.000127,0.00477,144,659,Waters 2009,Amorphous SiO2,,DMEM,2.2,150.0,150.0,2.2,24,mouse,RAW264.7,18.0,0.011546856000000001,3861.8247520000004,4.496120605,release_tnfa,0.2601,0.02286,483.27759230000004,2.99e-06,0.002568182
In_vitro_145_dep_dose_release_tnfa.txt,0.0018059999999999999,0.00031099999999999997,0.005229999999999999,145,665,Waters 2009,Amorphous SiO2,,DMEM,2.2,300.0,318.9,2.135798545,24,mouse,RAW264.7,9.0,0.046363675,21869.658030000002,25.50001871,release_tnfa,0.16254000000000002,0.027989999999999998,851.8867928999999,2.12e-06,0.0018181820000000002
In_vitro_148_dep_dose_release_tnfa.txt,0.001145,0.00098,0.00125,148,677,Liu 2010,TiO2,anatase,DMEM,3.78,5.0,348.0,1.06105152,24,rat,rat alveolar macrophage,210.0,0.001384065,4805.781241,5.60706602,release_tnfa,2.4045,2.0580000000000003,3975.6944369999997,2.88e-07,0.000246843
In_vitro_152_dep_dose_release_tnfa.txt,1.18e-06,,,152,702,Hu 2019,TiO2,75 anatase 25 rutile,RPMI,4.23,35.0,485.0,1.307345193,48,mouse,RAW264.7,45.0,0.0003,45.24886878,0.052800002,release_tnfa,0.0005319,,0.178280543,6.63e-06,0.005681818000000001
In_vitro_153_dep_dose_release_tnfa.txt,1e-06,,,153,704,Hu 2019,TiO2,80 anatase 20 rutile,RPMI,4.23,21.0,350.0,1.261000995,48,mouse,RAW264.7,50.0,2.97e-06,0.48136142600000004,0.000561662,release_tnfa,0.0005,,0.162074554,6.17e-06,0.005287878
In_vitro_154_dep_dose_release_tnfa.txt,3.17e-05,0.0,0.0104,154,707,Schoenenberger 2016,TiO2,rutile,RPMI+10%FBS,4.17,1000.0,2213.0,2.5561840890000003,24,human,THP1 macrophages,1.43,0.000587088,135.5861431,0.157993105,release_tnfa,0.00045373900000000004,0.0,7.3279445679999995,4.33e-06,0.0037159090000000003
In_vitro_155_dep_dose_release_tnfa.txt,1e-06,0.0,2.73e-06,155,713,Schoenenberger 2016,TiO2,rutile,RPMI+10%FBS,4.17,100.0,4519.0,1.11275145,24,human,THP1 macrophages,14.4,0.000756177,184.8843521,0.215583925,release_tnfa,0.000144,0.0,0.244498778,4.09e-06,0.0035075759999999997
In_vitro_156_dep_dose_release_tnfa.txt,1.4099999999999999e-05,6.5e-06,2.49e-05,156,715,Li 2021,Amorphous SiO2,,RPMI,2.2,35.0,166.8,1.297823011,24,human,THP1 macrophages,77.0,0.000581176,87.79093644,0.102309703,release_tnfa,0.010887799999999998,0.005005,2.1359516590000003,6.62e-06,0.005680556
In_vitro_160_dep_dose_release_tnfa.txt,0.003208,0.0025,0.0033399999999999997,160,733,Breznan 2017,Amorphous SiO2,,RPMI+5%FBS,2.2,20.0,576.0,1.0579940159999999,24,human,THP1 macrophages,613.0,0.004461996,741.1953516,0.863612077,release_tnfa,19.66504,15.325,532.8903674,6.02e-06,0.005166667
In_vitro_161_dep_dose_release_tnfa.txt,1e-06,,,161,735,Breznan 2017,Amorphous SiO2,,RPMI+5%FBS,2.2,16.0,385.0,1.0682336590000001,24,human,THP1 macrophages,302.0,0.002262994,436.0296718,0.5085956939999999,release_tnfa,0.00302,,0.19267822699999998,5.19e-06,0.004449495
In_vitro_162_dep_dose_release_tnfa.txt,0.02862,0.0282,0.028999999999999998,162,738,Breznan 2017,Crystalline SiO2,,RPMI+5%FBS,2.6,5217.0,5217.0,2.6,24,human,THP1 macrophages,0.44,0.014999992,37220.82381,43.34180521,release_tnfa,0.12592799999999998,0.12408,71017.36971,4.03e-07,0.000346086
In_vitro_164_dep_dose_release_tnfa.txt,0.0017460000000000002,0.00173,0.00176,164,741,Breznan 2017,Amorphous SiO2,,DMEM+5%FBS,2.2,30.0,805.0,1.0576837890000002,24,mouse,J774A.1 macrophages,840.0,0.001853475,277.4663174,0.323408702,release_tnfa,14.6664,14.532,261.3772455,6.68e-06,0.005731061
In_vitro_165_dep_dose_release_tnfa.txt,0.001616,0.00161,0.0016300000000000002,165,745,Breznan 2017,Amorphous SiO2,,DMEM+5%FBS,2.2,20.0,576.0,1.053836354,24,mouse,J774A.1 macrophages,613.0,0.001251309,207.8586382,0.242188823,release_tnfa,9.906080000000001,9.8693,268.4385386,6.02e-06,0.005166667
